,EH_ID,experiment,dpi,labels,weight,relative_weight,weight_dpi0,feces_weight,dpi_dissect,batch,infection_history,mouse_strain,birthday,sex,primary_infection,challenge_infection
196,LM0417,E11,4,E11aCDZ,23.3,99.6578272027374,23.38,1.17,NA,a,E64:E88,SCHUNT,1.10.2020,M,E64,NA
197,LM0417,E11,2,E11aIJZ,24.43,104.491017964072,23.38,1.5,NA,a,E64:E88,SCHUNT,1.10.2020,M,E64,NA
198,LM0417,E11,3,E11aIVW,24.01,102.694610778443,23.38,0.97,NA,a,E64:E88,SCHUNT,1.10.2020,M,E64,NA
199,LM0418,E11,9,E11aCOX,NA,NA,20.59,NA,NA,a,E88:E88,SCHUNT,5.11.2020,F,E88,NA
200,LM0418,E11,4,E11aDJQ,19.59,95.1432734337057,20.59,1.25,NA,a,E88:E88,SCHUNT,5.11.2020,F,E88,NA
201,LM0418,E11,5,E11aAJQ,18.81,91.3550267119961,20.59,1.06,NA,a,E88:E88,SCHUNT,5.11.2020,F,E88,NA
202,LM0418,E11,10,E11aDJV,NA,NA,20.59,NA,NA,a,E88:E88,SCHUNT,5.11.2020,F,E88,NA
203,LM0418,E11,3,E11aBJL,19.58,95.0947061680427,20.59,0.87,NA,a,E88:E88,SCHUNT,5.11.2020,F,E88,NA
204,LM0418,E11,8,E11aKPW,15.49,75.230694511899,20.59,0.34,NA,a,E88:E88,SCHUNT,5.11.2020,F,E88,NA
205,LM0418,E11,1,E11aCDF,20.09,97.5716367168528,20.59,0.68,NA,a,E88:E88,SCHUNT,5.11.2020,F,E88,NA
206,LM0418,E11,6,E11aEQZ,18.36,89.1694997571637,20.59,0.73,NA,a,E88:E88,SCHUNT,5.11.2020,F,E88,NA
207,LM0418,E11,11,E11aFOQ,NA,NA,20.59,NA,NA,a,E88:E88,SCHUNT,5.11.2020,F,E88,NA
208,LM0418,E11,7,E11aGIW,17.5,84.9927149101505,20.59,0.57,NA,a,E88:E88,SCHUNT,5.11.2020,F,E88,NA
209,LM0418,E11,2,E11aHKN,19.8,96.1631860126275,20.59,0.7,NA,a,E88:E88,SCHUNT,5.11.2020,F,E88,NA
210,LM0419,E11,4,E11aNQZ,21.29,99.9061473486626,21.31,1.1,NA,a,E88:E88,SCHUNT,28.10.2020,M,E88,NA
211,LM0419,E11,9,E11aJLU,17.5,82.1210699202253,21.31,0.57,NA,a,E88:E88,SCHUNT,28.10.2020,M,E88,NA
212,LM0419,E11,11,E11aCEY,NA,NA,21.31,NA,NA,a,E88:E88,SCHUNT,28.10.2020,M,E88,NA
213,LM0419,E11,7,E11aEIU,18.97,89.0192397935242,21.31,0.81,NA,a,E88:E88,SCHUNT,28.10.2020,M,E88,NA
214,LM0419,E11,5,E11aACR,20.29,95.2135147817926,21.31,0.67,NA,a,E88:E88,SCHUNT,28.10.2020,M,E88,NA
215,LM0419,E11,10,E11aBEJ,NA,NA,21.31,NA,NA,a,E88:E88,SCHUNT,28.10.2020,M,E88,NA
216,LM0419,E11,6,E11aKRW,19.89,93.3364617550446,21.31,0.88,NA,a,E88:E88,SCHUNT,28.10.2020,M,E88,NA
217,LM0419,E11,3,E11aAKL,22.1,103.707179727827,21.31,1.16,NA,a,E88:E88,SCHUNT,28.10.2020,M,E88,NA
218,LM0419,E11,8,E11aCUV,17.48,82.0272172688879,21.31,0.56,NA,a,E88:E88,SCHUNT,28.10.2020,M,E88,NA
219,LM0419,E11,1,E11aFOX,21.95,103.003284842797,21.31,1.07,NA,a,E88:E88,SCHUNT,28.10.2020,M,E88,NA
220,LM0419,E11,2,E11aCDW,22.08,103.61332707649,21.31,0.95,NA,a,E88:E88,SCHUNT,28.10.2020,M,E88,NA
221,LM0420,E11,10,E11aACM,14.98,75.3900352289884,19.87,0.5,NA,a,E88:E88,SCHUNT,28.10.2020,F,E88,NA
222,LM0420,E11,11,E11aDFU,16.33,82.1841972823352,19.87,1.21,NA,a,E88:E88,SCHUNT,28.10.2020,F,E88,NA
223,LM0420,E11,4,E11aBMP,17.7,98.0609418282548,18.05,1.13,NA,a,E88:E88,SCHUNT,28.10.2020,F,E88,NA
224,LM0420,E11,9,E11aABO,16.6,83.5430296930045,19.87,0.61,NA,a,E88:E88,SCHUNT,28.10.2020,F,E88,NA
225,LM0420,E11,6,E11aBGZ,17.29,95.7894736842105,18.05,0.76,NA,a,E88:E88,SCHUNT,28.10.2020,F,E88,NA
226,LM0420,E11,2,E11aEKP,18.09,100.221606648199,18.05,0.43,NA,a,E88:E88,SCHUNT,28.10.2020,F,E88,NA
227,LM0420,E11,7,E11aBEY,17,94.1828254847646,18.05,0.88,NA,a,E88:E88,SCHUNT,28.10.2020,F,E88,NA
228,LM0420,E11,5,E11aCPQ,17.64,97.7285318559557,18.05,1.3,NA,a,E88:E88,SCHUNT,28.10.2020,F,E88,NA
229,LM0420,E11,1,E11aERT,18.02,99.8337950138504,18.05,0.45,NA,a,E88:E88,SCHUNT,28.10.2020,F,E88,NA
230,LM0420,E11,3,E11aGUZ,18.04,99.9445983379501,18.05,0.93,NA,a,E88:E88,SCHUNT,28.10.2020,F,E88,NA
231,LM0420,E11,8,E11aJMQ,15.41,85.3739612188366,18.05,0.48,NA,a,E88:E88,SCHUNT,28.10.2020,F,E88,NA
232,LM0421,E11,9,E11aCNR,17.09,102.274087372831,16.71,1.84,NA,a,UNI:E64,PWD,23.10.2020,M,UNI,NA
233,LM0421,E11,10,E11aHKX,17.41,104.189108318372,16.71,2.06,NA,a,UNI:E64,PWD,23.10.2020,M,UNI,NA
234,LM0421,E11,8,E11aLWX,17.22,103.052064631957,16.71,1.39,NA,a,UNI:E64,PWD,23.10.2020,M,UNI,NA
235,LM0421,E11,1,E11aAXY,17.88,107.001795332136,16.71,1.48,NA,a,UNI:E64,PWD,23.10.2020,M,UNI,NA
236,LM0421,E11,6,E11aNQX,17.35,103.830041891083,16.71,1.34,NA,a,UNI:E64,PWD,23.10.2020,M,UNI,NA
237,LM0421,E11,11,E11aDMX,17.35,103.830041891083,16.71,1.56,NA,a,UNI:E64,PWD,23.10.2020,M,UNI,NA
238,LM0421,E11,4,E11aEHQ,17.26,103.29144225015,16.71,1.24,NA,a,UNI:E64,PWD,23.10.2020,M,UNI,NA
239,LM0421,E11,5,E11aJLO,17.39,104.069419509276,16.71,0.86,NA,a,UNI:E64,PWD,23.10.2020,M,UNI,NA
240,LM0421,E11,2,E11aJOX,17.74,106.163973668462,16.71,0.94,NA,a,UNI:E64,PWD,23.10.2020,M,UNI,NA
241,LM0421,E11,7,E11aFIT,17.1,102.333931777379,16.71,1.18,NA,a,UNI:E64,PWD,23.10.2020,M,UNI,NA
242,LM0421,E11,3,E11aFGZ,17.62,105.445840813884,16.71,1.31,NA,a,UNI:E64,PWD,23.10.2020,M,UNI,NA
243,LM0422,E11,4,E11aKSU,13.27,91.961191961192,14.43,1.11,NA,a,E64:E88,PWD,14.10.2020,F,E64,NA
244,LM0422,E11,9,E11aFHO,13.88,96.1884961884962,14.43,2.08,NA,a,E64:E88,PWD,14.10.2020,F,E64,NA
245,LM0422,E11,7,E11aENX,13.31,92.2383922383922,14.43,1.55,NA,a,E64:E88,PWD,14.10.2020,F,E64,NA
246,LM0422,E11,5,E11aBCF,12.45,86.2785862785863,14.43,1.26,NA,a,E64:E88,PWD,14.10.2020,F,E64,NA
247,LM0422,E11,10,E11aLTW,14.07,97.5051975051975,14.43,1.44,NA,a,E64:E88,PWD,14.10.2020,F,E64,NA
248,LM0422,E11,2,E11aEUX,13.82,95.7726957726958,14.43,0.78,NA,a,E64:E88,PWD,14.10.2020,F,E64,NA
249,LM0422,E11,3,E11aBCV,13.74,95.2182952182952,14.43,0.95,NA,a,E64:E88,PWD,14.10.2020,F,E64,NA
250,LM0422,E11,8,E11aCLO,13.25,91.8225918225918,14.43,1.23,NA,a,E64:E88,PWD,14.10.2020,F,E64,NA
251,LM0422,E11,1,E11aEHL,13.81,95.7033957033957,14.43,0.85,NA,a,E64:E88,PWD,14.10.2020,F,E64,NA
252,LM0422,E11,6,E11aCDE,12.93,89.6049896049896,14.43,1.23,NA,a,E64:E88,PWD,14.10.2020,F,E64,NA
253,LM0422,E11,11,E11aEJT,14,97.020097020097,14.43,1.65,NA,a,E64:E88,PWD,14.10.2020,F,E64,NA
254,LM0423,E11,10,E11aNTU,NA,NA,14.77,NA,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
255,LM0423,E11,5,E11aIOY,14.13,95.6668923493568,14.77,1.13,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
256,LM0423,E11,1,E11aEPT,14.56,98.5781990521327,14.77,1.12,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
257,LM0423,E11,6,E11aCKR,13.68,92.6201760324983,14.77,1.52,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
258,LM0423,E11,11,E11aCEU,NA,NA,14.77,NA,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
259,LM0423,E11,4,E11aDIN,14.48,98.0365605958023,14.77,1.07,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
260,LM0423,E11,9,E11aCFX,NA,NA,14.77,NA,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
261,LM0423,E11,2,E11aBVY,14.76,99.9322951929587,14.77,1.35,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
262,LM0423,E11,7,E11aFOW,13.09,88.6255924170616,14.77,0.78,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
263,LM0423,E11,8,E11aIOW,11.11,75.2200406228842,14.77,0.15,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
264,LM0423,E11,3,E11aCDY,14.81,100.270819228165,14.77,0.84,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
265,LM0424,E11,9,E11aEHT,14.9,92.4891371818746,16.11,148,NA,a,E64:UNI,PWD,14.10.2020,M,E64,NA
266,LM0424,E11,10,E11aKRX,14.61,90.6890130353817,16.11,1.36,NA,a,E64:UNI,PWD,14.10.2020,M,E64,NA
267,LM0424,E11,8,E11aOWZ,14.49,89.9441340782123,16.11,1.24,NA,a,E64:UNI,PWD,14.10.2020,M,E64,NA
268,LM0424,E11,1,E11aLWY,16.16,100.310366232154,16.11,0.87,NA,a,E64:UNI,PWD,14.10.2020,M,E64,NA
269,LM0424,E11,6,E11aJOR,13.25,82.2470515207946,16.11,1.18,NA,a,E64:UNI,PWD,14.10.2020,M,E64,NA
270,LM0424,E11,11,E11aIJR,14.5,90.0062073246431,16.11,2.04,NA,a,E64:UNI,PWD,14.10.2020,M,E64,NA
271,LM0424,E11,4,E11aEOW,14.43,89.5716945996276,16.11,1.21,NA,a,E64:UNI,PWD,14.10.2020,M,E64,NA
272,LM0424,E11,5,E11aJLT,14.01,86.9646182495345,16.11,0.91,NA,a,E64:UNI,PWD,14.10.2020,M,E64,NA
273,LM0424,E11,2,E11aBMW,16.15,100.248292985723,16.11,0.93,NA,a,E64:UNI,PWD,14.10.2020,M,E64,NA
274,LM0424,E11,7,E11aEIW,14.08,87.39913097455,16.11,1.61,NA,a,E64:UNI,PWD,14.10.2020,M,E64,NA
275,LM0424,E11,3,E11aAFR,15.55,96.5238981998759,16.11,0.98,NA,a,E64:UNI,PWD,14.10.2020,M,E64,NA
276,LM0425,E11,9,E11aKQS,15.94,98.8220706757594,16.13,2.54,NA,a,UNI:UNI,PWD,23.10.2020,M,UNI,NA
277,LM0425,E11,5,E11aADT,15.64,96.9621822690639,16.13,1.14,NA,a,UNI:UNI,PWD,23.10.2020,M,UNI,NA
278,LM0425,E11,10,E11aFMY,15.95,98.8840669559827,16.13,1.83,NA,a,UNI:UNI,PWD,23.10.2020,M,UNI,NA
279,LM0425,E11,7,E11aIJT,15.6,96.7141971481711,16.13,2.05,NA,a,UNI:UNI,PWD,23.10.2020,M,UNI,NA
280,LM0425,E11,8,E11aAGO,16.05,99.5040297582145,16.13,1.24,NA,a,UNI:UNI,PWD,23.10.2020,M,UNI,NA
281,LM0425,E11,1,E11aBCJ,16.25,100.743955362678,16.13,1.28,NA,a,UNI:UNI,PWD,23.10.2020,M,UNI,NA
282,LM0425,E11,6,E11aHRZ,15.73,97.5201487910725,16.13,1.3,NA,a,UNI:UNI,PWD,23.10.2020,M,UNI,NA
283,LM0425,E11,11,E11aDOS,16.22,100.557966522009,16.13,1.89,NA,a,UNI:UNI,PWD,23.10.2020,M,UNI,NA
284,LM0425,E11,4,E11aDHQ,15.4,95.4742715437074,16.13,1.76,NA,a,UNI:UNI,PWD,23.10.2020,M,UNI,NA
285,LM0425,E11,2,E11aBDG,15.6,96.7141971481711,16.13,1.69,NA,a,UNI:UNI,PWD,23.10.2020,M,UNI,NA
286,LM0425,E11,3,E11aGHV,15.87,98.3880967141971,16.13,0.88,NA,a,UNI:UNI,PWD,23.10.2020,M,UNI,NA
287,LM0426,E11,9,E11aNOR,20.01,82.6517967781908,24.21,1.25,NA,a,E88:UNI,SCHUNT,28.10.2020,M,E88,NA
288,LM0426,E11,5,E11aHUW,22.01,90.9128459314333,24.21,0.89,NA,a,E88:UNI,SCHUNT,28.10.2020,M,E88,NA
289,LM0426,E11,10,E11aDWX,20.01,82.6517967781908,24.21,1.14,NA,a,E88:UNI,SCHUNT,28.10.2020,M,E88,NA
290,LM0426,E11,7,E11aBIZ,20.8,85.9149111937216,24.21,0.98,NA,a,E88:UNI,SCHUNT,28.10.2020,M,E88,NA
291,LM0426,E11,8,E11aLUV,19.98,82.5278810408922,24.21,1.06,NA,a,E88:UNI,SCHUNT,28.10.2020,M,E88,NA
292,LM0426,E11,1,E11aDPY,24.44,100.950020652623,24.21,0.39,NA,a,E88:UNI,SCHUNT,28.10.2020,M,E88,NA
293,LM0426,E11,6,E11aCEH,21.14,87.3192895497728,24.21,1.46,NA,a,E88:UNI,SCHUNT,28.10.2020,M,E88,NA
294,LM0426,E11,11,E11aDRS,20.9,86.3279636513837,24.21,1.74,NA,a,E88:UNI,SCHUNT,28.10.2020,M,E88,NA
295,LM0426,E11,4,E11aELR,22.77,94.0520446096654,24.21,1.08,NA,a,E88:UNI,SCHUNT,28.10.2020,M,E88,NA
296,LM0426,E11,2,E11aHRU,23.77,98.1825691862867,24.21,0.4,NA,a,E88:UNI,SCHUNT,28.10.2020,M,E88,NA
297,LM0426,E11,3,E11aANT,23.2,95.8281701776125,24.21,1.22,NA,a,E88:UNI,SCHUNT,28.10.2020,M,E88,NA
298,LM0427,E11,9,E11aBDP,12.02,82.8965517241379,14.5,0.46,NA,a,E88:UNI,PWD,23.10.2020,F,E88,NA
299,LM0427,E11,4,E11aFWY,14.21,98,14.5,1.41,NA,a,E88:UNI,PWD,23.10.2020,F,E88,NA
300,LM0427,E11,5,E11aAFW,14.14,97.5172413793104,14.5,1.09,NA,a,E88:UNI,PWD,23.10.2020,F,E88,NA
301,LM0427,E11,10,E11aFGU,11.59,76.0998030203546,15.23,0.25,NA,a,E88:UNI,PWD,23.10.2020,F,E88,NA
302,LM0427,E11,3,E11aAMR,14.76,101.793103448276,14.5,0.99,NA,a,E88:UNI,PWD,23.10.2020,F,E88,NA
303,LM0427,E11,8,E11aJOT,12.72,87.7241379310345,14.5,0.61,NA,a,E88:UNI,PWD,23.10.2020,F,E88,NA
304,LM0427,E11,1,E11aKLX,14.37,99.1034482758621,14.5,0.59,NA,a,E88:UNI,PWD,23.10.2020,F,E88,NA
305,LM0427,E11,6,E11aDJZ,14.15,97.5862068965517,14.5,0.86,NA,a,E88:UNI,PWD,23.10.2020,F,E88,NA
306,LM0427,E11,11,E11aALP,NA,NA,15.23,NA,NA,a,E88:UNI,PWD,23.10.2020,F,E88,NA
307,LM0427,E11,7,E11aMNT,14.16,97.6551724137931,14.5,1.11,NA,a,E88:UNI,PWD,23.10.2020,F,E88,NA
308,LM0427,E11,2,E11aBQT,14.72,101.51724137931,14.5,0.88,NA,a,E88:UNI,PWD,23.10.2020,F,E88,NA
309,LM0428,E11,9,E11aDQZ,19.54,83.4329632792485,23.42,0.45,NA,a,E88:E64,SCHUNT,1.10.2020,M,E88,NA
310,LM0428,E11,5,E11aKPQ,20.4,95.2380952380952,21.42,0.92,NA,a,E88:E64,SCHUNT,1.10.2020,M,E88,NA
311,LM0428,E11,10,E11aAJL,19.09,81.5115286080273,23.42,0.81,NA,a,E88:E64,SCHUNT,1.10.2020,M,E88,NA
312,LM0428,E11,7,E11aBHX,19.82,92.5303454715219,21.42,1.05,NA,a,E88:E64,SCHUNT,1.10.2020,M,E88,NA
313,LM0428,E11,8,E11aDFJ,18.87,88.0952380952381,21.42,0.5,NA,a,E88:E64,SCHUNT,1.10.2020,M,E88,NA
314,LM0428,E11,1,E11aDOQ,21.44,100.093370681606,21.42,0.47,NA,a,E88:E64,SCHUNT,1.10.2020,M,E88,NA
315,LM0428,E11,6,E11aBIO,20.26,94.5845004668534,21.42,0.89,NA,a,E88:E64,SCHUNT,1.10.2020,M,E88,NA
316,LM0428,E11,11,E11aNPW,19.5,83.2621690862511,23.42,0.98,NA,a,E88:E64,SCHUNT,1.10.2020,M,E88,NA
317,LM0428,E11,4,E11aAMS,21.68,101.213818860878,21.42,0.96,NA,a,E88:E64,SCHUNT,1.10.2020,M,E88,NA
318,LM0428,E11,2,E11aGMS,21.56,100.653594771242,21.42,0.46,NA,a,E88:E64,SCHUNT,1.10.2020,M,E88,NA
319,LM0428,E11,3,E11aAIV,20.88,97.4789915966386,21.42,1.18,NA,a,E88:E64,SCHUNT,1.10.2020,M,E88,NA
320,LM0429,E11,4,E11aBQZ,16.59,96.5657741559953,17.18,0.59,NA,a,E88:E64,PWD,11.10.2020,M,E88,NA
321,LM0429,E11,9,E11aACT,14.2,82.6542491268917,17.18,0.57,NA,a,E88:E64,PWD,11.10.2020,M,E88,NA
322,LM0429,E11,7,E11aJPX,15.47,90.046565774156,17.18,0.83,NA,a,E88:E64,PWD,11.10.2020,M,E88,NA
323,LM0429,E11,5,E11aMNO,15.85,92.2584400465658,17.18,0.84,NA,a,E88:E64,PWD,11.10.2020,M,E88,NA
324,LM0429,E11,10,E11aJRZ,13.51,78.6379511059371,17.18,0.63,NA,a,E88:E64,PWD,11.10.2020,M,E88,NA
325,LM0429,E11,2,E11aDKV,17.02,99.0686845168801,17.18,0.61,NA,a,E88:E64,PWD,11.10.2020,M,E88,NA
326,LM0429,E11,3,E11aJPQ,16.62,96.7403958090803,17.18,0.73,NA,a,E88:E64,PWD,11.10.2020,M,E88,NA
327,LM0429,E11,8,E11aHIM,14.28,83.1199068684517,17.18,0.36,NA,a,E88:E64,PWD,11.10.2020,M,E88,NA
328,LM0429,E11,1,E11aBLT,17.26,100.46565774156,17.18,0.74,NA,a,E88:E64,PWD,11.10.2020,M,E88,NA
329,LM0429,E11,6,E11aCPT,15.4,89.639115250291,17.18,0.8,NA,a,E88:E64,PWD,11.10.2020,M,E88,NA
330,LM0429,E11,11,E11aJUZ,14.13,82.2467986030268,17.18,0.92,NA,a,E88:E64,PWD,11.10.2020,M,E88,NA
331,LM0430,E11,4,E11aDFY,25.74,98.0571428571428,26.25,1.83,NA,a,UNI:UNI,SCHUNT,5.10.2020,M,UNI,NA
332,LM0430,E11,9,E11aHJU,25.7,97.9047619047619,26.25,1.19,NA,a,UNI:UNI,SCHUNT,5.10.2020,M,UNI,NA
333,LM0430,E11,7,E11aBFS,24.55,93.5238095238095,26.25,1.65,NA,a,UNI:UNI,SCHUNT,5.10.2020,M,UNI,NA
334,LM0430,E11,5,E11aHLQ,26.06,99.2761904761905,26.25,1.01,NA,a,UNI:UNI,SCHUNT,5.10.2020,M,UNI,NA
335,LM0430,E11,10,E11aABU,24.86,94.7047619047619,26.25,1.08,NA,a,UNI:UNI,SCHUNT,5.10.2020,M,UNI,NA
336,LM0430,E11,2,E11aRUY,25.82,98.3619047619048,26.25,1.06,NA,a,UNI:UNI,SCHUNT,5.10.2020,M,UNI,NA
337,LM0430,E11,3,E11aCSX,25.56,97.3714285714286,26.25,1.36,NA,a,UNI:UNI,SCHUNT,5.10.2020,M,UNI,NA
338,LM0430,E11,8,E11aOTW,24.39,92.9142857142857,26.25,1.7,NA,a,UNI:UNI,SCHUNT,5.10.2020,M,UNI,NA
339,LM0430,E11,1,E11aDHU,26.31,100.228571428571,26.25,0.85,NA,a,UNI:UNI,SCHUNT,5.10.2020,M,UNI,NA
340,LM0430,E11,6,E11aLNT,24.13,91.9238095238095,26.25,1.28,NA,a,UNI:UNI,SCHUNT,5.10.2020,M,UNI,NA
341,LM0430,E11,11,E11aALR,24.9,94.8571428571428,26.25,1.67,NA,a,UNI:UNI,SCHUNT,5.10.2020,M,UNI,NA
342,LM0431,E11,4,E11aFRU,17.45,92.5729442970822,18.85,0.95,NA,a,E64:E64,SCHUNT,1.10.2020,F,E64,NA
343,LM0431,E11,9,E11aHMV,18.48,98.0371352785146,18.85,1.58,NA,a,E64:E64,SCHUNT,1.10.2020,F,E64,NA
344,LM0431,E11,11,E11aAOP,17.98,95.3846153846154,18.85,2.19,NA,a,E64:E64,SCHUNT,1.10.2020,F,E64,NA
345,LM0431,E11,7,E11aMUX,17.9,94.9602122015915,18.85,1.13,NA,a,E64:E64,SCHUNT,1.10.2020,F,E64,NA
346,LM0431,E11,5,E11aTUW,16.51,87.5862068965517,18.85,1.17,NA,a,E64:E64,SCHUNT,1.10.2020,F,E64,NA
347,LM0431,E11,10,E11aSTU,18.18,96.4456233421751,18.85,1.52,NA,a,E64:E64,SCHUNT,1.10.2020,F,E64,NA
348,LM0431,E11,6,E11aKQX,17.35,92.0424403183024,18.85,0.9,NA,a,E64:E64,SCHUNT,1.10.2020,F,E64,NA
349,LM0431,E11,3,E11aKQY,18.1,96.0212201591512,18.85,1.53,NA,a,E64:E64,SCHUNT,1.10.2020,F,E64,NA
350,LM0431,E11,8,E11aAHQ,18.22,96.657824933687,18.85,1.28,NA,a,E64:E64,SCHUNT,1.10.2020,F,E64,NA
351,LM0431,E11,1,E11aBGU,18.26,96.8700265251989,18.85,1.3,NA,a,E64:E64,SCHUNT,1.10.2020,F,E64,NA
352,LM0431,E11,2,E11aELP,18.09,95.9681697612732,18.85,1.37,NA,a,E64:E64,SCHUNT,1.10.2020,F,E64,NA
353,LM0400,E11,1,E11bCES,18.05,100,18.05,1.17,NA,b,E64:E64,SCHUNT,5.11.2020,F,NA,E64
354,LM0400,E11,8,E11bIJQ,18.36,101.717451523546,18.05,NA,NA,b,E64:E64,SCHUNT,5.11.2020,F,NA,E64
355,LM0400,E11,3,E11bCKM,17.5,96.9529085872576,18.05,2.33,NA,b,E64:E64,SCHUNT,5.11.2020,F,NA,E64
356,LM0400,E11,4,E11bBNQ,17.2,95.2908587257618,18.05,1.23,NA,b,E64:E64,SCHUNT,5.11.2020,F,NA,E64
357,LM0400,E11,5,E11bNOS,17.56,97.2853185595568,18.05,1.29,NA,b,E64:E64,SCHUNT,5.11.2020,F,NA,E64
358,LM0400,E11,7,E11bIUY,18.8,104.15512465374,18.05,1.63,NA,b,E64:E64,SCHUNT,5.11.2020,F,NA,E64
359,LM0400,E11,2,E11bAMQ,17.98,99.612188365651,18.05,1.65,NA,b,E64:E64,SCHUNT,5.11.2020,F,NA,E64
360,LM0400,E11,6,E11bHKZ,18.86,104.487534626039,18.05,2.26,NA,b,E64:E64,SCHUNT,5.11.2020,F,NA,E64
361,LM0401,E11,3,E11bDRS,19.15,102.516059957173,18.68,1.18,NA,b,UNI:UNI,SCHUNT,28.10.2020,F,NA,UNI
362,LM0401,E11,8,E11bAHY,18.28,97.8586723768737,18.68,NA,NA,b,UNI:UNI,SCHUNT,28.10.2020,F,NA,UNI
363,LM0401,E11,2,E11bHPT,19.15,102.516059957173,18.68,1.72,NA,b,UNI:UNI,SCHUNT,28.10.2020,F,NA,UNI
364,LM0401,E11,5,E11bLTV,18.43,98.661670235546,18.68,1.19,NA,b,UNI:UNI,SCHUNT,28.10.2020,F,NA,UNI
365,LM0401,E11,7,E11bEGJ,18.23,97.5910064239829,18.68,1.36,NA,b,UNI:UNI,SCHUNT,28.10.2020,F,NA,UNI
366,LM0401,E11,1,E11bJSX,18.68,100,18.68,1.4,NA,b,UNI:UNI,SCHUNT,28.10.2020,F,NA,UNI
367,LM0401,E11,4,E11bBJO,19.3,103.319057815846,18.68,1.11,NA,b,UNI:UNI,SCHUNT,28.10.2020,F,NA,UNI
368,LM0401,E11,6,E11bAPZ,18.63,99.7323340471092,18.68,1.49,NA,b,UNI:UNI,SCHUNT,28.10.2020,F,NA,UNI
369,LM0402,E11,4,E11bMPQ,18.44,91.1517548195749,20.23,1.17,NA,b,UNI:E64,SCHUNT,1.10.2020,F,NA,E64
370,LM0402,E11,8,E11bDLP,17.35,85.7637172516065,20.23,NA,NA,b,UNI:E64,SCHUNT,1.10.2020,F,NA,E64
371,LM0402,E11,3,E11bDIP,20.87,103.163618388532,20.23,1.07,NA,b,UNI:E64,SCHUNT,1.10.2020,F,NA,E64
372,LM0402,E11,7,E11bHQT,16.93,83.6875926841325,20.23,0.98,NA,b,UNI:E64,SCHUNT,1.10.2020,F,NA,E64
373,LM0402,E11,2,E11bBHQ,20.56,101.631240731587,20.23,1.34,NA,b,UNI:E64,SCHUNT,1.10.2020,F,NA,E64
374,LM0402,E11,5,E11bGQU,17.34,85.7142857142857,20.23,0.73,NA,b,UNI:E64,SCHUNT,1.10.2020,F,NA,E64
375,LM0402,E11,1,E11bCFI,20.23,100,20.23,1.42,NA,b,UNI:E64,SCHUNT,1.10.2020,F,NA,E64
376,LM0402,E11,6,E11bIMR,17.45,86.2580326248146,20.23,0.61,NA,b,UNI:E64,SCHUNT,1.10.2020,F,NA,E64
377,LM0404,E11,3,E11bADM,17.06,93.9944903581267,18.15,1.1,NA,b,E64:E64,PWD,23.10.2020,M,NA,E64
378,LM0404,E11,4,E11bFKQ,17.06,93.9944903581267,18.15,1.11,NA,b,E64:E64,PWD,23.10.2020,M,NA,E64
379,LM0404,E11,8,E11bBSZ,17.81,98.1267217630854,18.15,NA,NA,b,E64:E64,PWD,23.10.2020,M,NA,E64
380,LM0404,E11,2,E11bIVZ,17.3,95.3168044077135,18.15,1.07,NA,b,E64:E64,PWD,23.10.2020,M,NA,E64
381,LM0404,E11,5,E11bLQT,16.02,88.2644628099174,18.15,1.51,NA,b,E64:E64,PWD,23.10.2020,M,NA,E64
382,LM0404,E11,1,E11bACW,28.15,100,28.15,1.19,NA,b,E64:E64,PWD,23.10.2020,M,NA,E64
383,LM0404,E11,7,E11bGIP,17.14,94.435261707989,18.15,1.6,NA,b,E64:E64,PWD,23.10.2020,M,NA,E64
384,LM0404,E11,6,E11bAQT,16.43,90.5234159779614,18.15,1.61,NA,b,E64:E64,PWD,23.10.2020,M,NA,E64
385,LM0406,E11,2,E11bJPW,18.74,100.213903743316,18.7,1.28,NA,b,UNI:E88,SCHUNT,1.10.2020,F,NA,E88
386,LM0406,E11,1,E11bNTX,18.7,100,18.7,1.68,NA,b,UNI:E88,SCHUNT,1.10.2020,F,NA,E88
387,LM0406,E11,8,E11bJVY,NA,NA,18.7,NA,NA,b,UNI:E88,SCHUNT,1.10.2020,F,NA,E88
388,LM0406,E11,3,E11bEGI,19.24,102.887700534759,18.7,1.21,NA,b,UNI:E88,SCHUNT,1.10.2020,F,NA,E88
389,LM0406,E11,4,E11bGOQ,18.49,98.8770053475936,18.7,1.63,NA,b,UNI:E88,SCHUNT,1.10.2020,F,NA,E88
390,LM0406,E11,5,E11bIXY,18.31,97.9144385026738,18.7,1.35,NA,b,UNI:E88,SCHUNT,1.10.2020,F,NA,E88
391,LM0406,E11,7,E11bDMR,14.4,77.0053475935829,18.7,0.61,7,b,UNI:E88,SCHUNT,1.10.2020,F,NA,E88
