"","EH_ID","dpi","Position","batch","Pop","count","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","infection"
"220","LM0407",8,"Spleen","b","Treg17",4.39,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"221","LM0407",8,"mLN","b","CD4",50.1,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"222","LM0407",8,"mLN","b","CD4",50.1,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"223","LM0407",8,"mLN","b","Treg",7.08,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"224","LM0407",8,"mLN","b","Treg",7.08,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"225","LM0407",8,"mLN","b","Div_Treg",22.2,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"226","LM0407",8,"mLN","b","Div_Treg",22.2,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"227","LM0407",8,"mLN","b","Treg17",14.2,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"228","LM0407",8,"mLN","b","Treg17",14.2,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"229","LM0407",8,"mLN","b","Th1",4.95,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"230","LM0407",8,"mLN","b","Th1",4.95,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"231","LM0407",8,"mLN","b","Div_Th1",59.5,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"232","LM0407",8,"mLN","b","Div_Th1",59.5,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"233","LM0407",8,"mLN","b","Th17",1.07,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"234","LM0407",8,"mLN","b","Th17",1.07,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"235","LM0407",8,"mLN","b","Div_Th17",23.7,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"236","LM0407",8,"mLN","b","Div_Th17",23.7,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"237","LM0407",8,"mLN","b","CD8",13.8,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"238","LM0407",8,"mLN","b","CD8",13.8,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"239","LM0407",8,"mLN","b","Act_CD8",11.2,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"240","LM0407",8,"mLN","b","Act_CD8",11.2,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"241","LM0407",8,"mLN","b","Div_Act_CD8",43,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"242","LM0407",8,"mLN","b","Div_Act_CD8",43,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"243","LM0407",8,"mLN","b","IFNy_CD4",2.24,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"244","LM0407",8,"mLN","b","IFNy_CD4",2.24,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"245","LM0407",8,"mLN","b","IFNy_CD8",35.6,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"246","LM0407",8,"mLN","b","IFNy_CD8",35.6,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"247","LM0407",8,"Spleen","b","Div_Th17",25.8,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"248","LM0407",8,"Spleen","b","Div_Th17",25.8,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"249","LM0407",8,"Spleen","b","CD8",6.36,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"250","LM0407",8,"Spleen","b","CD8",6.36,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"251","LM0407",8,"Spleen","b","Act_CD8",17.5,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"252","LM0407",8,"Spleen","b","Act_CD8",17.5,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"253","LM0407",8,"Spleen","b","Th17",1.1,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"254","LM0407",8,"Spleen","b","Th17",1.1,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"255","LM0407",8,"Spleen","b","IFNy_CD4",6.43,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"256","LM0407",8,"Spleen","b","IFNy_CD4",6.43,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"257","LM0407",8,"Spleen","b","IFNy_CD8",32.2,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"258","LM0407",8,"Spleen","b","IFNy_CD8",32.2,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"259","LM0407",8,"Spleen","b","Div_Act_CD8",44.7,"E11aVXY","E11",23.21,23.58,98.4308736217133,0.96,"primary"
"260","LM0407",8,"Spleen","b","Div_Act_CD8",44.7,"E11bAOS","E11",24.89,25.05,99.3612774451098,NA,"challenge"
"261","LM0408",8,"mLN","b","Div_Treg",22.2,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"262","LM0408",8,"mLN","b","Div_Treg",22.2,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"263","LM0408",8,"mLN","b","CD4",41.9,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"264","LM0408",8,"mLN","b","CD4",41.9,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"265","LM0408",8,"mLN","b","Treg",11.9,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"266","LM0408",8,"mLN","b","Treg",11.9,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"267","LM0408",8,"mLN","b","Div_Act_CD8",54.1,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"268","LM0408",8,"mLN","b","Div_Act_CD8",54.1,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"269","LM0408",8,"mLN","b","IFNy_CD4",1.85,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"270","LM0408",8,"mLN","b","IFNy_CD4",1.85,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"271","LM0408",8,"mLN","b","IFNy_CD8",12.2,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"272","LM0408",8,"mLN","b","IFNy_CD8",12.2,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"273","LM0408",8,"Spleen","b","Treg17",2.59,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"274","LM0408",8,"Spleen","b","Treg17",2.59,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"275","LM0408",8,"Spleen","b","Th1",4.08,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"276","LM0408",8,"Spleen","b","Th1",4.08,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"277","LM0408",8,"Spleen","b","Div_Th1",43.2,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"278","LM0408",8,"Spleen","b","Div_Th1",43.2,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"279","LM0408",8,"mLN","b","Treg17",5.66,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"280","LM0408",8,"mLN","b","Treg17",5.66,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"281","LM0408",8,"mLN","b","Th1",4.86,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"282","LM0408",8,"mLN","b","Th1",4.86,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"283","LM0408",8,"mLN","b","Div_Th1",55.8,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"284","LM0408",8,"mLN","b","Div_Th1",55.8,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"285","LM0408",8,"mLN","b","Th17",1.26,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"286","LM0408",8,"mLN","b","Th17",1.26,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"287","LM0408",8,"mLN","b","Div_Th17",26.5,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"288","LM0408",8,"mLN","b","Div_Th17",26.5,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"289","LM0408",8,"mLN","b","CD8",27.9,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"290","LM0408",8,"mLN","b","CD8",27.9,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"291","LM0408",8,"mLN","b","Act_CD8",13.3,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"292","LM0408",8,"mLN","b","Act_CD8",13.3,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"293","LM0408",8,"Spleen","b","CD4",17.1,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"294","LM0408",8,"Spleen","b","CD4",17.1,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"295","LM0408",8,"Spleen","b","Treg",12.7,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"296","LM0408",8,"Spleen","b","Treg",12.7,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"297","LM0408",8,"Spleen","b","Div_Treg",17.8,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"298","LM0408",8,"Spleen","b","Div_Treg",17.8,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"299","LM0408",8,"Spleen","b","Div_Th17",16.3,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"300","LM0408",8,"Spleen","b","Div_Th17",16.3,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"301","LM0408",8,"Spleen","b","CD8",17.6,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"302","LM0408",8,"Spleen","b","CD8",17.6,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"303","LM0408",8,"Spleen","b","Act_CD8",10.4,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"304","LM0408",8,"Spleen","b","Act_CD8",10.4,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"305","LM0408",8,"Spleen","b","Th17",2.1,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"306","LM0408",8,"Spleen","b","Th17",2.1,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"307","LM0408",8,"Spleen","b","IFNy_CD4",3.11,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"308","LM0408",8,"Spleen","b","IFNy_CD4",3.11,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"309","LM0408",8,"Spleen","b","IFNy_CD8",4.03,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"310","LM0408",8,"Spleen","b","IFNy_CD8",4.03,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"311","LM0408",8,"Spleen","b","Div_Act_CD8",40.7,"E11aERS","E11",15.35,15.42,99.5460440985733,1.15,"primary"
"312","LM0408",8,"Spleen","b","Div_Act_CD8",40.7,"E11bINQ","E11",12.76,16.4,77.8048780487805,NA,"challenge"
"313","LM0410",8,"mLN","b","Div_Treg",24.1,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"314","LM0410",8,"mLN","b","Div_Treg",24.1,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"315","LM0410",8,"mLN","b","CD4",46.8,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"316","LM0410",8,"mLN","b","CD4",46.8,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"317","LM0410",8,"mLN","b","Treg",10.9,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"318","LM0410",8,"mLN","b","Treg",10.9,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"319","LM0410",8,"Spleen","b","CD4",13.3,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"320","LM0410",8,"Spleen","b","CD4",13.3,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"321","LM0410",8,"Spleen","b","Treg",13.4,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"322","LM0410",8,"Spleen","b","Treg",13.4,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"323","LM0410",8,"Spleen","b","Div_Treg",18,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"324","LM0410",8,"Spleen","b","Div_Treg",18,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"325","LM0410",8,"Spleen","b","Treg17",6.2,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"326","LM0410",8,"Spleen","b","Treg17",6.2,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"327","LM0410",8,"Spleen","b","Th1",6.45,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"328","LM0410",8,"Spleen","b","Th1",6.45,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"329","LM0410",8,"Spleen","b","Div_Th1",47,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"330","LM0410",8,"Spleen","b","Div_Th1",47,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"331","LM0410",8,"Spleen","b","Th17",4.14,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"332","LM0410",8,"Spleen","b","Th17",4.14,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"333","LM0410",8,"Spleen","b","Div_Th17",27,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"334","LM0410",8,"Spleen","b","Div_Th17",27,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"335","LM0410",8,"Spleen","b","CD8",11.1,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"336","LM0410",8,"Spleen","b","CD8",11.1,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"337","LM0410",8,"Spleen","b","Act_CD8",5.07,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"338","LM0410",8,"Spleen","b","Act_CD8",5.07,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"339","LM0410",8,"Spleen","b","Div_Act_CD8",40.4,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"340","LM0410",8,"Spleen","b","Div_Act_CD8",40.4,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"341","LM0410",8,"Spleen","b","IFNy_CD4",8.72,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"342","LM0410",8,"Spleen","b","IFNy_CD4",8.72,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"343","LM0410",8,"Spleen","b","IFNy_CD8",13.2,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"344","LM0410",8,"Spleen","b","IFNy_CD8",13.2,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"345","LM0410",8,"mLN","b","Act_CD8",13.9,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"346","LM0410",8,"mLN","b","Act_CD8",13.9,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"347","LM0410",8,"mLN","b","Div_Act_CD8",41.8,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"348","LM0410",8,"mLN","b","Div_Act_CD8",41.8,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"349","LM0410",8,"mLN","b","IFNy_CD4",2.6,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"350","LM0410",8,"mLN","b","IFNy_CD4",2.6,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"351","LM0410",8,"mLN","b","IFNy_CD8",23.5,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"352","LM0410",8,"mLN","b","IFNy_CD8",23.5,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"353","LM0410",8,"mLN","b","Th1",4.2,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"354","LM0410",8,"mLN","b","Th1",4.2,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"355","LM0410",8,"mLN","b","Div_Th1",66.3,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"356","LM0410",8,"mLN","b","Div_Th1",66.3,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"357","LM0410",8,"mLN","b","Th17",1.52,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"358","LM0410",8,"mLN","b","Th17",1.52,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"359","LM0410",8,"mLN","b","Treg17",5.86,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"360","LM0410",8,"mLN","b","Treg17",5.86,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"361","LM0410",8,"mLN","b","CD8",28.4,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"362","LM0410",8,"mLN","b","CD8",28.4,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"363","LM0410",8,"mLN","b","Div_Th17",48,"E11aIKT","E11",17.41,16.98,102.532391048292,1.19,"primary"
"364","LM0410",8,"mLN","b","Div_Th17",48,"E11bOTY","E11",17.93,17.01,105.408583186361,NA,"challenge"
"365","LM0411",8,"Spleen","b","Div_Th1",45.1,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"366","LM0411",8,"Spleen","b","Div_Th1",45.1,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"367","LM0411",8,"Spleen","b","Th17",3.72,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"368","LM0411",8,"Spleen","b","Th17",3.72,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"369","LM0411",8,"Spleen","b","Th1",5.05,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"370","LM0411",8,"Spleen","b","Th1",5.05,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"371","LM0411",8,"Spleen","b","CD4",13.4,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"372","LM0411",8,"Spleen","b","CD4",13.4,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"373","LM0411",8,"Spleen","b","Treg",15.6,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"374","LM0411",8,"Spleen","b","Treg",15.6,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"375","LM0411",8,"Spleen","b","Div_Treg",16.7,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"376","LM0411",8,"Spleen","b","Div_Treg",16.7,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"377","LM0411",8,"Spleen","b","Treg17",3.91,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"378","LM0411",8,"Spleen","b","Treg17",3.91,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"379","LM0411",8,"mLN","b","CD4",41.6,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"380","LM0411",8,"mLN","b","CD4",41.6,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"381","LM0411",8,"mLN","b","Treg",12.9,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"382","LM0411",8,"mLN","b","Treg",12.9,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"383","LM0411",8,"mLN","b","Div_Treg",23,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"384","LM0411",8,"mLN","b","Div_Treg",23,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"385","LM0411",8,"mLN","b","Treg17",6.09,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"386","LM0411",8,"mLN","b","Treg17",6.09,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"387","LM0411",8,"mLN","b","Th1",3.8,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"388","LM0411",8,"mLN","b","Th1",3.8,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"389","LM0411",8,"mLN","b","Div_Th1",56.5,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"390","LM0411",8,"mLN","b","Div_Th1",56.5,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"391","LM0411",8,"mLN","b","Th17",2.16,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"392","LM0411",8,"mLN","b","Th17",2.16,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"393","LM0411",8,"mLN","b","Div_Th17",35.9,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"394","LM0411",8,"mLN","b","Div_Th17",35.9,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"395","LM0411",8,"mLN","b","CD8",25.2,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"396","LM0411",8,"mLN","b","CD8",25.2,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"397","LM0411",8,"mLN","b","Act_CD8",10.7,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"398","LM0411",8,"mLN","b","Act_CD8",10.7,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"399","LM0411",8,"mLN","b","Div_Act_CD8",44.3,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"400","LM0411",8,"mLN","b","Div_Act_CD8",44.3,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"401","LM0411",8,"mLN","b","IFNy_CD4",2.05,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"402","LM0411",8,"mLN","b","IFNy_CD4",2.05,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"403","LM0411",8,"mLN","b","IFNy_CD8",15.1,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"404","LM0411",8,"mLN","b","IFNy_CD8",15.1,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"405","LM0411",8,"Spleen","b","Div_Th17",16.6,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"406","LM0411",8,"Spleen","b","Div_Th17",16.6,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"407","LM0411",8,"Spleen","b","CD8",14.1,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"408","LM0411",8,"Spleen","b","CD8",14.1,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"409","LM0411",8,"Spleen","b","Act_CD8",17.3,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"410","LM0411",8,"Spleen","b","Act_CD8",17.3,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"411","LM0411",8,"Spleen","b","Div_Act_CD8",24.1,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"412","LM0411",8,"Spleen","b","Div_Act_CD8",24.1,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"413","LM0411",8,"Spleen","b","IFNy_CD4",3.47,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"414","LM0411",8,"Spleen","b","IFNy_CD4",3.47,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"415","LM0411",8,"Spleen","b","IFNy_CD8",7.44,"E11bBNU","E11",13.74,16.5,83.2727272727273,NA,"challenge"
"416","LM0411",8,"Spleen","b","IFNy_CD8",7.44,"E11aBKP","E11",16.03,15.9,100.817610062893,1.3,"primary"
"417","LM0412",8,"mLN","b","Div_Treg",40.9,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"418","LM0412",8,"mLN","b","Div_Treg",40.9,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"419","LM0412",8,"mLN","b","Treg17",11,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"420","LM0412",8,"mLN","b","Treg17",11,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"421","LM0412",8,"mLN","b","CD4",44.3,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"422","LM0412",8,"mLN","b","CD4",44.3,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"423","LM0412",8,"mLN","b","Treg",6.69,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"424","LM0412",8,"mLN","b","Treg",6.69,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"425","LM0412",8,"mLN","b","Div_Act_CD8",52.2,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"426","LM0412",8,"mLN","b","Div_Act_CD8",52.2,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"427","LM0412",8,"mLN","b","IFNy_CD4",2.92,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"428","LM0412",8,"mLN","b","IFNy_CD4",2.92,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"429","LM0412",8,"mLN","b","IFNy_CD8",31.4,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"430","LM0412",8,"mLN","b","IFNy_CD8",31.4,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"431","LM0412",8,"Spleen","b","Treg17",4.44,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"432","LM0412",8,"Spleen","b","Treg17",4.44,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"433","LM0412",8,"Spleen","b","Th1",5.47,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"434","LM0412",8,"Spleen","b","Th1",5.47,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"435","LM0412",8,"Spleen","b","Div_Th1",54.8,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"436","LM0412",8,"Spleen","b","Div_Th1",54.8,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"437","LM0412",8,"Spleen","b","Th17",1.32,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"438","LM0412",8,"Spleen","b","Th17",1.32,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"439","LM0412",8,"mLN","b","Th1",6.35,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"440","LM0412",8,"mLN","b","Th1",6.35,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
