,EH_ID,Strain,HybridStatus,InfectionStrain,labels,dpi,weight,weight_dpi0,Wchange,fecweight,batch
254,LM0264,PWD_PWD,parental strains,E64,ELV,0,17.88,17.88,0,0.66,october2018
255,LM0264,PWD_PWD,parental strains,E64,BQY,7,18.4,17.88,102.91,1.08,october2018
256,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,PQY,1,19.26,19.43,99.12506433,1.67,december2018
257,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,FGW,4,25.91,26.43,98.03253878,1.09,december2018
258,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,PQY,1,19.4,19.1,101.5706806,1.5,december2018
259,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,PQY,1,20.87,21.7,96.17511521,2.07,december2018
260,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,GSV,7,25.95,26.43,98.18388195,1.35,december2018
261,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,BKY,2,26.3,26.43,99.5081347,2.54,december2018
262,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,PQY,1,26.11,26.43,98.78925463,2.34,december2018
263,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,IMQ,8,26.37,26.43,99.77298524,2.45,december2018
264,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,EIS,3,26.41,26.43,99.92432841,1.47,december2018
265,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,AFP,5,25.3,26.43,95.72455543,2.51,december2018
266,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,DKM,0,26.43,26.43,100,1.39,december2018
267,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,AHU,6,23.73,26.43,89.78433598,2.06,december2018
268,LM0266,SCHUNT_STRA,outbred hybrids,E64,IOS,8,19.59,23.94,81.83,2.79,october2018
269,LM0266,SCHUNT_STRA,outbred hybrids,E64,GRV,3,22.57,23.94,94.28,0.96,october2018
270,LM0266,SCHUNT_STRA,outbred hybrids,E64,JUV,2,23.01,23.94,96.12,1.18,october2018
271,LM0266,SCHUNT_STRA,outbred hybrids,E64,DJP,0,23.94,23.94,0,1.67,october2018
272,LM0266,SCHUNT_STRA,outbred hybrids,E64,FLY,6,20.36,23.94,85.05,2.12,october2018
273,LM0266,SCHUNT_STRA,outbred hybrids,E64,DKO,5,21.39,23.94,89.35,2.18,october2018
274,LM0266,SCHUNT_STRA,outbred hybrids,E64,JTV,1,22.67,23.94,94.7,1.28,october2018
275,LM0266,SCHUNT_STRA,outbred hybrids,E64,COW,7,20.44,23.94,85.38,2.17,october2018
276,LM0266,SCHUNT_STRA,outbred hybrids,E64,FLN,4,21.47,23.94,89.68,1.36,october2018
277,LM0268,SCHUNT_SCHUNT,parental strains,E64,EIU,2,19.69,20.84,94.48,1.14,october2018
278,LM0268,SCHUNT_SCHUNT,parental strains,E64,GSW,8,19.11,20.84,91.7,2.11,october2018
279,LM0268,SCHUNT_SCHUNT,parental strains,E64,AWZ,3,19.66,20.84,94.34,1.27,october2018
280,LM0268,SCHUNT_SCHUNT,parental strains,E64,ERS,5,19.55,20.84,93.81,2.5,october2018
281,LM0268,SCHUNT_SCHUNT,parental strains,E64,CPW,1,19.76,20.84,94.82,1.96,october2018
282,LM0268,SCHUNT_SCHUNT,parental strains,E64,KWX,0,20.84,20.84,0,2.33,october2018
283,LM0268,SCHUNT_SCHUNT,parental strains,E64,AYZ,7,19.2,20.84,92.13,1.58,october2018
284,LM0268,SCHUNT_SCHUNT,parental strains,E64,GHV,6,18.85,20.84,90.45,1.53,october2018
285,LM0268,SCHUNT_SCHUNT,parental strains,E64,DGZ,4,19.79,20.84,94.96,2.21,october2018
286,LM0269,STRA_SCHUNT,outbred hybrids,E64,EIV,2,21.65,21.6,100.2314815,1.61,december2018
287,LM0269,STRA_SCHUNT,outbred hybrids,E64,LOT,8,21.19,21.6,98.10185185,1.22,december2018
288,LM0269,STRA_SCHUNT,outbred hybrids,E64,AQY,6,19.71,21.6,91.25,1.31,december2018
289,LM0269,STRA_SCHUNT,outbred hybrids,E64,HJW,1,19.47,19.07,102.0975354,2.2,december2018
290,LM0269,STRA_SCHUNT,outbred hybrids,E64,BIW,0,21.6,21.6,100,1,december2018
291,LM0269,STRA_SCHUNT,outbred hybrids,E64,HJW,1,19.02,18.83,101.0090281,1.46,december2018
292,LM0269,STRA_SCHUNT,outbred hybrids,E64,HJW,1,21.63,20.83,103.8406145,1.01,december2018
293,LM0269,STRA_SCHUNT,outbred hybrids,E64,SUZ,4,21.51,21.6,99.58333333,0.94,december2018
294,LM0269,STRA_SCHUNT,outbred hybrids,E64,HJW,1,22.21,21.6,102.8240741,1.05,december2018
295,LM0269,STRA_SCHUNT,outbred hybrids,E64,MNP,3,21.5,21.6,99.53703704,1.31,december2018
296,LM0269,STRA_SCHUNT,outbred hybrids,E64,GPR,5,21.34,21.6,98.7962963,1.9,december2018
297,LM0269,STRA_SCHUNT,outbred hybrids,E64,IQW,7,20.85,21.6,96.52777778,1.78,december2018
298,LM0270,SCHUNT_STRA,outbred hybrids,E64,OSZ,1,19.7,19.74,99.79736575,1.9,december2018
299,LM0270,SCHUNT_STRA,outbred hybrids,E64,BTZ,4,22.6,23.89,94.60025115,1.75,december2018
300,LM0270,SCHUNT_STRA,outbred hybrids,E64,OSZ,1,24.8,24.85,99.79879276,1.69,december2018
301,LM0270,SCHUNT_STRA,outbred hybrids,E64,NRU,6,22.5,23.89,94.18166597,1.38,december2018
302,LM0270,SCHUNT_STRA,outbred hybrids,E64,EKV,7,22.62,23.89,94.68396819,1.4,december2018
303,LM0270,SCHUNT_STRA,outbred hybrids,E64,ARS,3,22.9,23.89,95.8560067,1.18,december2018
304,LM0270,SCHUNT_STRA,outbred hybrids,E64,AOZ,2,24.55,23.89,102.7626622,2.23,december2018
305,LM0270,SCHUNT_STRA,outbred hybrids,E64,OSZ,1,22.92,23.89,95.93972373,1.62,december2018
306,LM0270,SCHUNT_STRA,outbred hybrids,E64,OSZ,1,30.73,29.59,103.8526529,2.22,december2018
307,LM0270,SCHUNT_STRA,outbred hybrids,E64,GQU,0,23.89,23.89,100,1.91,december2018
308,LM0270,SCHUNT_STRA,outbred hybrids,E64,KMQ,8,23.01,23.89,96.3164504,1.58,december2018
309,LM0270,SCHUNT_STRA,outbred hybrids,E64,BGV,5,22.61,23.89,94.64210967,2.08,december2018
310,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,KQW,7,23.28,24.25,96,1.79,october2018
311,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,HKT,1,24.24,24.25,99.96,2.07,october2018
312,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,ACO,3,23.33,24.25,96.21,1.8,october2018
313,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,PQZ,6,22.66,24.25,93.44,3.69,october2018
314,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,FHQ,5,23.3,24.25,96.08,0.88,october2018
315,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,AGI,4,22.8,24.25,94.02,4.02,october2018
316,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,CKO,0,24.25,24.25,0,1.39,october2018
317,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,BEW,2,23.76,24.25,97.98,2.44,october2018
318,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,PSU,8,23.34,24.25,96.25,2.08,october2018
319,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,AYZ,8,22.78,22.77,100.0439174,1.48,december2018
320,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,HWY,6,23.26,22.77,102.1519543,1.92,december2018
321,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,JQZ,5,22.53,22.77,98.94598155,2.28,december2018
322,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,LVZ,7,22.87,22.77,100.4391744,1.27,december2018
323,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,AOT,0,22.77,22.77,100,0.83,december2018
324,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,CKS,2,23.14,22.77,101.6249451,1.68,december2018
325,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,CTU,4,23.14,22.77,101.6249451,1.17,december2018
326,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,LQW,3,22.5,22.77,98.81422925,1.28,december2018
327,LM0273,STRA_SCHUNT,outbred hybrids,E64,DIS,7,21.72,21.7,100.0921659,1.94,december2018
328,LM0273,STRA_SCHUNT,outbred hybrids,E64,GTV,2,20.67,21.7,95.25345622,1.82,december2018
329,LM0273,STRA_SCHUNT,outbred hybrids,E64,AHV,0,21.7,21.7,100,1.82,december2018
330,LM0273,STRA_SCHUNT,outbred hybrids,E64,CLX,3,21.47,21.7,98.94009217,1.82,december2018
331,LM0273,STRA_SCHUNT,outbred hybrids,E64,MPW,5,20.96,21.7,96.58986175,2.94,december2018
332,LM0273,STRA_SCHUNT,outbred hybrids,E64,KQW,8,21.81,21.7,100.5069124,2,december2018
333,LM0273,STRA_SCHUNT,outbred hybrids,E64,KPZ,6,22.27,21.7,102.6267281,1.49,december2018
334,LM0273,STRA_SCHUNT,outbred hybrids,E64,BQV,4,22.17,21.7,102.1658986,1.43,december2018
335,LM0275,SCHUNT_PWD,inter subsp. hybrids,E64,ACH,7,22.93,20.83,110.0816131,1.13,december2018
336,LM0275,SCHUNT_PWD,inter subsp. hybrids,E64,UWZ,3,21.81,20.83,104.7047528,1.56,december2018
337,LM0275,SCHUNT_PWD,inter subsp. hybrids,E64,MNW,8,22.47,20.83,107.8732597,1.19,december2018
338,LM0275,SCHUNT_PWD,inter subsp. hybrids,E64,IJP,0,20.83,20.83,100,1.2,december2018
339,LM0275,SCHUNT_PWD,inter subsp. hybrids,E64,AFK,2,21.51,20.83,103.2645223,1.3,december2018
340,LM0275,SCHUNT_PWD,inter subsp. hybrids,E64,ABL,4,22.54,20.83,108.2093135,0.84,december2018
341,LM0275,SCHUNT_PWD,inter subsp. hybrids,E64,HLP,6,22.25,20.83,106.8170907,1.24,december2018
342,LM0275,SCHUNT_PWD,inter subsp. hybrids,E64,NOU,5,21.34,20.83,102.4483917,1.27,december2018
343,LM0276,STRA_STRA,parental strains,E64,EHR,5,30.47,29.59,102.9739777,3.5,december2018
344,LM0276,STRA_STRA,parental strains,E64,DTV,7,31.27,29.59,105.6775938,2.6,december2018
345,LM0276,STRA_STRA,parental strains,E64,BDP,2,30.37,29.59,102.6360257,1.87,december2018
346,LM0276,STRA_STRA,parental strains,E64,ESY,3,32.1,29.59,108.4825955,2.38,december2018
347,LM0276,STRA_STRA,parental strains,E64,PVZ,4,32.25,29.59,108.9895235,1.17,december2018
348,LM0276,STRA_STRA,parental strains,E64,BGY,8,31.04,29.59,104.9003042,1,december2018
349,LM0276,STRA_STRA,parental strains,E64,RXZ,6,31.62,29.59,106.8604258,1.79,december2018
350,LM0276,STRA_STRA,parental strains,E64,PQT,0,29.59,29.59,100,1.74,december2018
351,LM0277,BUSNA_STRA,inter subsp. hybrids,E64,ELQ,0,23.88,23.88,100,0.78,december2018
352,LM0277,BUSNA_STRA,inter subsp. hybrids,E64,BRZ,2,23.99,23.88,100.4606365,1.54,december2018
353,LM0277,BUSNA_STRA,inter subsp. hybrids,E64,ABP,3,24.49,23.88,102.5544389,1.62,december2018
354,LM0277,BUSNA_STRA,inter subsp. hybrids,E64,ART,5,21.36,23.88,89.44723618,1.61,december2018
355,LM0277,BUSNA_STRA,inter subsp. hybrids,E64,BIN,6,24.21,23.88,101.3819095,1.9,december2018
356,LM0277,BUSNA_STRA,inter subsp. hybrids,E64,CEK,8,23.62,23.88,98.91122278,1.52,december2018
357,LM0277,BUSNA_STRA,inter subsp. hybrids,E64,SWZ,4,24.13,23.88,101.0469012,1.48,december2018
358,LM0277,BUSNA_STRA,inter subsp. hybrids,E64,EFU,7,24.1,23.88,100.921273,1.13,december2018
359,LM0278,SCHUNT_PWD,inter subsp. hybrids,E64,CIM,5,21.09,20.88,101.0057471,2.53,december2018
360,LM0278,SCHUNT_PWD,inter subsp. hybrids,E64,QVX,2,21.56,20.88,103.256705,2.62,december2018
361,LM0278,SCHUNT_PWD,inter subsp. hybrids,E64,MQS,7,22.31,20.88,106.848659,1.26,december2018
362,LM0278,SCHUNT_PWD,inter subsp. hybrids,E64,ILR,0,20.88,20.88,100,2,december2018
363,LM0278,SCHUNT_PWD,inter subsp. hybrids,E64,DTU,8,22.24,20.88,106.51341,1.17,december2018
364,LM0278,SCHUNT_PWD,inter subsp. hybrids,E64,KMP,3,21.63,20.88,103.591954,1.11,december2018
365,LM0278,SCHUNT_PWD,inter subsp. hybrids,E64,DHY,6,22.59,20.88,108.1896552,1.77,december2018
366,LM0278,SCHUNT_PWD,inter subsp. hybrids,E64,GVY,4,22.15,20.88,106.0823755,1.12,december2018
367,LM0279,BUSNA_BUSNA,parental strains,E64,LNT,7,20.41,21.35,95.5971897,1.7,december2018
368,LM0279,BUSNA_BUSNA,parental strains,E64,BMS,5,20.86,21.35,97.70491803,1.32,december2018
369,LM0279,BUSNA_BUSNA,parental strains,E64,FPV,8,21.27,21.35,99.62529274,1.1,december2018
370,LM0279,BUSNA_BUSNA,parental strains,E64,BHX,4,21.64,21.35,101.3583138,0.68,december2018
371,LM0279,BUSNA_BUSNA,parental strains,E64,BNQ,0,21.35,21.35,100,1.09,december2018
372,LM0279,BUSNA_BUSNA,parental strains,E64,STZ,2,21.49,21.35,100.6557377,1.67,december2018
373,LM0279,BUSNA_BUSNA,parental strains,E64,QSV,3,21.12,21.35,98.92271663,1.4,december2018
374,LM0279,BUSNA_BUSNA,parental strains,E64,NOY,6,21.42,21.35,100.3278689,1.89,december2018
375,LM0280,SCHUNT_SCHUNT,parental strains,E64,HKN,4,18.12,17.57,103.1303358,1.07,december2018
376,LM0280,SCHUNT_SCHUNT,parental strains,E64,FJY,2,19.16,17.57,109.0495162,3.1,december2018
377,LM0280,SCHUNT_SCHUNT,parental strains,E64,NXY,3,18.57,17.57,105.6915196,1.18,december2018
378,LM0280,SCHUNT_SCHUNT,parental strains,E64,LQU,5,18.96,17.57,107.9112123,1.64,december2018
379,LM0280,SCHUNT_SCHUNT,parental strains,E64,IMP,0,17.57,17.57,100,1.28,december2018
380,LM0280,SCHUNT_SCHUNT,parental strains,E64,DVW,7,18.64,17.57,106.089926,1.17,december2018
381,LM0280,SCHUNT_SCHUNT,parental strains,E64,AVW,6,18.55,17.57,105.5776892,2.72,december2018
382,LM0280,SCHUNT_SCHUNT,parental strains,E64,MRZ,8,18.5,17.57,105.2931133,1.42,december2018
383,LM0282,STRA_STRA,parental strains,E64,FRU,8,35.04,30.09,116.4506481,1.96,december2018
384,LM0282,STRA_STRA,parental strains,E64,IOZ,5,32.47,30.09,107.9096045,2.84,december2018
385,LM0282,STRA_STRA,parental strains,E64,RWX,2,31.29,30.09,103.9880359,2.35,december2018
386,LM0282,STRA_STRA,parental strains,E64,HNO,6,34.11,30.09,113.3599202,2.13,december2018
387,LM0282,STRA_STRA,parental strains,E64,FGZ,4,33.15,30.09,110.1694915,1.75,december2018
388,LM0282,STRA_STRA,parental strains,E64,RWZ,0,30.09,30.09,100,2.25,december2018
389,LM0282,STRA_STRA,parental strains,E64,ABC,7,34.57,30.09,114.8886673,1.64,december2018
390,LM0282,STRA_STRA,parental strains,E64,AUW,3,32.85,30.09,109.1724826,1.65,december2018
391,LM0283,PWD_PWD,parental strains,E64,JMO,0,19.1,19.1,100,1.31,december2018
392,LM0283,PWD_PWD,parental strains,E64,FJN,2,18.42,19.1,96.43979058,1.7,december2018
393,LM0283,PWD_PWD,parental strains,E64,AWX,6,19.3,19.1,101.0471204,1.59,december2018
394,LM0283,PWD_PWD,parental strains,E64,QRS,5,18.4,19.1,96.33507853,1.81,december2018
395,LM0283,PWD_PWD,parental strains,E64,BMR,3,18.88,19.1,98.84816754,1.12,december2018
396,LM0283,PWD_PWD,parental strains,E64,CGR,4,19.54,19.1,102.3036649,1.05,december2018
397,LM0283,PWD_PWD,parental strains,E64,LYZ,8,19.35,19.1,101.3089005,1.49,december2018
398,LM0283,PWD_PWD,parental strains,E64,AJN,7,19.07,19.1,99.84293194,1.13,december2018
399,LM0284,STRA_BUSNA,inter subsp. hybrids,E64,KLQ,7,22.4,22.39,100.0446628,1.29,december2018
400,LM0284,STRA_BUSNA,inter subsp. hybrids,E64,KLT,4,22.56,22.39,100.7592675,1.26,december2018
401,LM0284,STRA_BUSNA,inter subsp. hybrids,E64,LOR,0,22.39,22.39,100,1.27,december2018
402,LM0284,STRA_BUSNA,inter subsp. hybrids,E64,CRX,2,22.43,22.39,100.1786512,2.2,december2018
403,LM0284,STRA_BUSNA,inter subsp. hybrids,E64,LPZ,5,22.52,22.39,100.5806163,1.13,december2018
404,LM0284,STRA_BUSNA,inter subsp. hybrids,E64,FMV,3,22.76,22.39,101.6525234,1.95,december2018
405,LM0284,STRA_BUSNA,inter subsp. hybrids,E64,KOX,6,23.15,22.39,103.3943725,1.98,december2018
406,LM0284,STRA_BUSNA,inter subsp. hybrids,E64,LRS,8,23.55,22.39,105.1808843,1.5,december2018
407,LM0285,PWD_PWD,parental strains,E64,CMQ,4,19.21,19.43,98.86773031,0.77,december2018
408,LM0285,PWD_PWD,parental strains,E64,IKL,5,18.9,19.43,97.27225939,1.37,december2018
409,LM0285,PWD_PWD,parental strains,E64,BIT,2,19.05,19.43,98.04426145,1.33,december2018
410,LM0285,PWD_PWD,parental strains,E64,CRV,0,19.43,19.43,100,1.49,december2018
411,LM0285,PWD_PWD,parental strains,E64,CHZ,3,19.68,19.43,101.2866701,2.01,december2018
412,LM0285,PWD_PWD,parental strains,E64,BMX,8,19.66,19.43,101.1837365,1.4,december2018
413,LM0285,PWD_PWD,parental strains,E64,BEV,7,19.01,19.43,97.83839424,1.06,december2018
414,LM0285,PWD_PWD,parental strains,E64,CLV,6,19.37,19.43,99.69119918,1,december2018
415,LM0286,PWD_BUSNA,outbred hybrids,E64,GXY,0,19.07,19.07,100,2.27,december2018
416,LM0286,PWD_BUSNA,outbred hybrids,E64,NPX,5,18.75,19.07,98.32197168,2.61,december2018
417,LM0286,PWD_BUSNA,outbred hybrids,E64,CWZ,8,20.41,19.07,107.0267436,1.44,december2018
418,LM0286,PWD_BUSNA,outbred hybrids,E64,DFQ,2,19.46,19.07,102.045097,2.42,december2018
419,LM0286,PWD_BUSNA,outbred hybrids,E64,BNT,4,19.36,19.07,101.5207132,1.36,december2018
420,LM0286,PWD_BUSNA,outbred hybrids,E64,BGI,6,20.02,19.07,104.9816466,1.74,december2018
421,LM0286,PWD_BUSNA,outbred hybrids,E64,DUY,7,20.14,19.07,105.6109072,1.14,december2018
422,LM0286,PWD_BUSNA,outbred hybrids,E64,DKV,3,20.3,19.07,106.4499213,1.57,december2018
423,LM0287,BUSNA_PWD,outbred hybrids,E64,AST,3,20.03,18.83,106.3728093,1.27,december2018
424,LM0287,BUSNA_PWD,outbred hybrids,E64,HKV,0,18.83,18.83,100,0.95,december2018
425,LM0287,BUSNA_PWD,outbred hybrids,E64,PRZ,8,20.85,18.83,110.7275624,1.27,december2018
426,LM0287,BUSNA_PWD,outbred hybrids,E64,EPQ,4,19.89,18.83,105.6293149,0.88,december2018
427,LM0287,BUSNA_PWD,outbred hybrids,E64,ELU,2,19.96,18.83,106.0010621,1.43,december2018
428,LM0287,BUSNA_PWD,outbred hybrids,E64,FLY,7,20.3,18.83,107.8066914,1.27,december2018
429,LM0287,BUSNA_PWD,outbred hybrids,E64,LMS,5,19.29,18.83,102.4429102,1.42,december2018
430,LM0287,BUSNA_PWD,outbred hybrids,E64,NPY,6,20.17,18.83,107.1163038,1.7,december2018
431,LM0288,PWD_BUSNA,outbred hybrids,E64,DHV,2,20.41,19.74,103.3941236,3.54,december2018
432,LM0288,PWD_BUSNA,outbred hybrids,E64,BCF,5,18.99,19.74,96.2006079,1.45,december2018
433,LM0288,PWD_BUSNA,outbred hybrids,E64,JOZ,4,20.33,19.74,102.9888551,0.94,december2018
434,LM0288,PWD_BUSNA,outbred hybrids,E64,CIW,8,19.97,19.74,101.1651469,1.37,december2018
435,LM0288,PWD_BUSNA,outbred hybrids,E64,COP,0,19.74,19.74,100,2.29,december2018
436,LM0288,PWD_BUSNA,outbred hybrids,E64,AEG,3,19.93,19.74,100.9625127,1.3,december2018
437,LM0288,PWD_BUSNA,outbred hybrids,E64,IKT,7,19.89,19.74,100.7598784,1.49,december2018
438,LM0288,PWD_BUSNA,outbred hybrids,E64,FIJ,6,19.9,19.74,100.810537,1.51,december2018
439,LM0289,SCHUNT_SCHUNT,parental strains,E64,KQZ,2,22.84,23.93,95.44504806,1.81,december2018
440,LM0289,SCHUNT_SCHUNT,parental strains,E64,DIP,0,23.93,23.93,100,1.61,december2018
441,LM0289,SCHUNT_SCHUNT,parental strains,E64,IRU,4,22.44,23.93,93.77350606,2.03,december2018
442,LM0289,SCHUNT_SCHUNT,parental strains,E64,PSV,8,21.93,23.93,91.64229001,2.23,december2018
443,LM0289,SCHUNT_SCHUNT,parental strains,E64,FNS,7,21.57,23.93,90.13790221,1.93,december2018
444,LM0289,SCHUNT_SCHUNT,parental strains,E64,NUW,6,22.62,23.93,94.52569996,1.8,december2018
445,LM0289,SCHUNT_SCHUNT,parental strains,E64,AGL,5,21.73,23.93,90.80651901,2.85,december2018
446,LM0289,SCHUNT_SCHUNT,parental strains,E64,CER,3,22.66,23.93,94.69285416,2.22,december2018
447,LM0291,PWD_BUSNA,outbred hybrids,E64,DMZ,5,24.71,24.85,99.43661972,2.3,december2018
448,LM0291,PWD_BUSNA,outbred hybrids,E64,CPW,7,24.16,24.85,97.22334004,1.95,december2018
449,LM0291,PWD_BUSNA,outbred hybrids,E64,FXZ,4,25.96,24.85,104.4668008,1.03,december2018
450,LM0291,PWD_BUSNA,outbred hybrids,E64,HLV,3,26.09,24.85,104.9899396,1.45,december2018
451,LM0291,PWD_BUSNA,outbred hybrids,E64,PXY,2,24.8,24.85,99.79879276,2.38,december2018
452,LM0291,PWD_BUSNA,outbred hybrids,E64,GIR,0,24.85,24.85,100,1.76,december2018
453,LM0291,PWD_BUSNA,outbred hybrids,E64,PVX,6,24.24,24.85,97.54527163,1.66,december2018
454,LM0291,PWD_BUSNA,outbred hybrids,E64,BQY,8,N/A,24.85,#VALUE!,1.04,december2018
455,LM0292,BUSNA_PWD,outbred hybrids,E64,EHI,2,21.63,22.15,97.6523702,2.58,december2018
456,LM0292,BUSNA_PWD,outbred hybrids,E64,BTV,5,20.95,22.15,94.58239278,1.41,december2018
457,LM0292,BUSNA_PWD,outbred hybrids,E64,EGK,0,22.15,22.15,100,1.24,december2018
458,LM0292,BUSNA_PWD,outbred hybrids,E64,SXY,4,22.3,22.15,100.6772009,1.14,december2018
459,LM0292,BUSNA_PWD,outbred hybrids,E64,EJO,6,22.1,22.15,99.77426637,1.24,december2018
460,LM0292,BUSNA_PWD,outbred hybrids,E64,SYZ,3,22.06,22.15,99.59367946,1.12,december2018
461,LM0292,BUSNA_PWD,outbred hybrids,E64,MOR,8,22.46,22.15,101.3995485,1.29,december2018
462,LM0292,BUSNA_PWD,outbred hybrids,E64,GHL,7,22.04,22.15,99.503386,1.67,december2018
463,LM0293,BUSNA_BUSNA,parental strains,E64,JNY,2,19.98,20.74,96.33558341,1.39,december2018
464,LM0293,BUSNA_BUSNA,parental strains,E64,AHT,3,20.74,20.74,100,1.35,december2018
465,LM0293,BUSNA_BUSNA,parental strains,E64,BNW,4,20.76,20.74,100.096432,0.81,december2018
466,LM0293,BUSNA_BUSNA,parental strains,E64,AIZ,5,19.76,20.74,95.27483124,1.18,december2018
467,LM0293,BUSNA_BUSNA,parental strains,E64,ILQ,0,20.74,20.74,100,1.38,december2018
468,LM0293,BUSNA_BUSNA,parental strains,E64,HVX,7,20.48,20.74,98.7463838,1.34,december2018
469,LM0293,BUSNA_BUSNA,parental strains,E64,CFU,6,20.57,20.74,99.18032787,1.47,december2018
470,LM0293,BUSNA_BUSNA,parental strains,E64,JQU,8,19.86,20.74,95.75699132,1.24,december2018
471,LM0294,PWD_PWD,parental strains,E64,LPQ,4,17.14,17.02,100.7050529,0.54,december2018
472,LM0294,PWD_PWD,parental strains,E64,PQZ,7,16.65,17.02,97.82608696,1.97,december2018
473,LM0294,PWD_PWD,parental strains,E64,BGP,2,17.09,17.02,100.4112808,0.82,december2018
474,LM0294,PWD_PWD,parental strains,E64,KTZ,5,16.75,17.02,98.41363102,0.95,december2018
475,LM0294,PWD_PWD,parental strains,E64,CHL,0,17.02,17.02,100,0.92,december2018
476,LM0294,PWD_PWD,parental strains,E64,FLN,8,16.67,17.02,97.94359577,1,december2018
477,LM0294,PWD_PWD,parental strains,E64,NOQ,3,16.81,17.02,98.76615746,0.84,december2018
478,LM0294,PWD_PWD,parental strains,E64,HKX,6,16.72,17.02,98.2373678,1,december2018
479,LM0295,SCHUNT_PWD,inter subsp. hybrids,E64,FGH,7,20.4,21.31,95.72970436,1.43,december2018
480,LM0295,SCHUNT_PWD,inter subsp. hybrids,E64,DMR,3,20.29,21.31,95.21351478,1.82,december2018
481,LM0295,SCHUNT_PWD,inter subsp. hybrids,E64,COW,8,N/A,21.31,#VALUE!,1.87,december2018
482,LM0295,SCHUNT_PWD,inter subsp. hybrids,E64,NUY,6,20.06,21.31,94.13420929,3.19,december2018
483,LM0295,SCHUNT_PWD,inter subsp. hybrids,E64,ANY,5,20.33,21.31,95.40122008,2.98,december2018
484,LM0295,SCHUNT_PWD,inter subsp. hybrids,E64,DEK,0,21.31,21.31,100,1.14,december2018
485,LM0295,SCHUNT_PWD,inter subsp. hybrids,E64,CGI,2,20.51,21.31,96.24589395,2.07,december2018
486,LM0295,SCHUNT_PWD,inter subsp. hybrids,E64,DRT,4,20.2,21.31,94.79117785,1.07,december2018
